Resumen de incidencia;Horas registradas;Fecha de trabajo;Fecha;Hora Registro;Hasta;Cliente;Descripción del Trabajo;Clave Padre
Creación de dinamismos;1;2025-09-24 09:45;2025-09-24;09:45;10:45;IE;Seguimiento desarrollo, problemas endpoints AEM, sesion Anderson revision solicitud IE;IE70-729
IE-Planning;0,25;2025-09-24 10:45;2025-09-24;10:45;11:00;IE;"IE70-11 CX | Planning IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 264 476 591 393
Passcode: im2AQ3zZ
________________________________
For organizers: Meeting options
_______";IE70-7
Creación de dinamismos;2;2025-09-25 08:30;2025-09-25;08:30;10:30;IE;"revision datos retronados en endpoints de AEm para provincias, paises y programas. Solicitu de datos a CRM, revision problema con anderson. Dise;o ejemplo par atarea L1";IE70-729
IE-Daily;0,25;2025-09-25 10:30;2025-09-25;10:30;10:45;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
IE-Daily;0,75;2025-09-26 08:45;2025-09-26;08:45;9:30;IE;"IE | Revisión semanal Project - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 175 108 183
Código de acceso: 6cg3gQ6S
________________________________
Para organizado";IE70-7
IE-Daily;0,5;2025-09-26 10:00;2025-09-26;10:00;10:30;IE;"IE | UATs Sync - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 222 137 109 649 4
Passcode: iG6LU3JB
________________________________
For organizers: Meeting options
___";IE70-7
IE-Daily;0,5;2025-09-26 11:30;2025-09-26;11:30;12:00;IE;"Sync UATS - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 265 061 056 027 2
Passcode: Jf9jj2Li
________________________________
For organizers: Meeting options
___";IE70-7
Sesiones de alineación;0,5;2025-09-26 16:00;2025-09-26;16:00;16:30;IE;Alineacion willy sobre presentacion lunes;IE70-826
Creación de dinamismos;0,25;2025-09-29 08:00;2025-09-29;08:00;8:15;IE;"IE70-838 | Preparacion speach UATs - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 283 204 160 813 6
Passcode: VM3Nt29e
________________________________
For organizers: Meeting options
_";IE70-729
Reuniones con cliente ad-hoc;0,5;2025-09-29 08:30;2025-09-29;08:30;9:00;IE;revisiones Con anderson sobre problemas, cargue de libreria;IE70-7
Reuniones con cliente ad-hoc;1;2025-09-29 09:00;2025-09-29;09:00;10:00;IE;"Sync AEM - You don't often get email from joseluis.matzkin1@aexp.com. Learn why this is important

ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón c";IE70-7
Marketo | POC Forms Logic AEM;1;2025-09-29 11:00;2025-09-29;11:00;12:00;IE;Documentacion para secuoyas sobre dinamismos;IE70-4
Marketo | POC Forms Logic AEM;1;2025-09-29 15:00;2025-09-29;15:00;16:00;IE;finalizacion documentacion secuoyas, validacion endpoints AEM nuevos;IE70-4
Creación de dinamismos;1;2025-09-30 08:00;2025-09-30;08:00;9:00;IE;Revison problemas landings AEM sobre dinamismos;IE70-729
IE-Daily;0,25;2025-09-30 10:30;2025-09-30;10:30;10:45;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Reuniones con cliente ad-hoc;1;2025-10-01 09:00;2025-10-01;09:00;10:00;IE;"RE: IE | Seguimiento sobre configuración de cuenta de WhatsApp Business - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


________________________________
From: Jose Castillo Ortuzar ";IE70-7
Creación de dinamismos;0,25;2025-10-01 10:15;2025-10-01;10:15;10:30;IE;Actualizacion URL staging en excel de control interno;IE70-729
IE-Daily;0,25;2025-10-01 10:30;2025-10-01;10:30;10:45;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Marketo | Form adjustments;0,5;2025-10-01 10:45;2025-10-01;10:45;11:15;IE;Discusion equipo Minsait sobre metodologia para obtener filtros de AEM para productos.;IE70-4
Marketo | QA First Go-live;2;2025-10-02 08:00;2025-10-02;08:00;10:00;IE;Sync con anderson y Minsait team para solventar problema de label de provinces. Validacion problema paises landings publicas;IE70-4
IE-Planning;0,25;2025-10-08 08:15;2025-10-08;08:15;8:30;IE;"IE70-11 CX | Planning IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 264 476 591 393
Passcode: im2AQ3zZ
________________________________
For organizers: Meeting options
_______";IE70-7
IE-Daily;0,5;2025-10-08 10:30;2025-10-08;10:30;11:00;IE;"Sync IE - Me pusieron reuniones a las 3:30 españa, te mando esta por si tienes tiempo, si no cancélala y vemos otro dia

________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID";IE70-7
IE-Daily;0,25;2025-10-09 08:15;2025-10-09;08:15;8:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Marketo | Form adjustments;1;2025-10-10 13:00;2025-10-10;13:00;14:00;IE;Revision solicitud para filtros de busqueda de programas por landings;IE70-4
Dynamic Library Analysis ;0,25;2025-10-28 10:00;2025-10-28;10:00;10:15;IE;Revision correo IE sobre problemas y preguntas;IE70-961
IE-Daily;0,5;2025-10-28 10:30;2025-10-28;10:30;11:00;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Dynamic Library Analysis ;1,5;2025-10-28 11:00;2025-10-28;11:00;12:30;IE;Analisis situacion actual de la libreria, posibilidaded de migrarla a Marketo, respuesta errores Secuoyas;IE70-961
IE-Daily;0,5;2025-10-28 15:00;2025-10-28;15:00;15:30;IE;"Status tareas DEV - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


Status tareas DEV
Unirme con Google Meet: Alfredo Maiz Perez ";IE70-7
IE-Planning;1;2025-10-28 15:30;2025-10-28;15:30;16:30;IE;"ETL CX - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 215 777 064 041 10
Código de acceso: aU7Tq3JA
________________________________
Para organiz";IE70-7
Dynamic Library Analysis ;0,5;2025-10-28 16:30;2025-10-28;16:30;17:00;IE;Redaccion correo para youssef y secuoyas;IE70-961
Update landing scripts with redirect TYP logic;0,5;2025-10-29 08:00;2025-10-29;08:00;8:30;IE;Revision logica de redireccion junto a funciones de soporte;IE70-966
Internal session;0,25;2025-10-29 08:30;2025-10-29;08:30;8:45;IE;Sesion Andres;IE70-981
Internal session;0,75;2025-10-29 08:45;2025-10-29;08:45;9:30;IE;Analisis de solicitud de remover param de la url de la libreria causando que no se vean reflejados ls cambios inmediatamente en ninguna landing de aemy. externa;IE70-981
Preparar hito 1;0,5;2025-10-29 09:30;2025-10-29;09:30;10:00;IE;Sync willy tareas hitos;IE70-971
Dynamic Library adjusment for public landings;2,25;2025-10-29 10:15;2025-10-29;10:15;12:30;IE;Se revisa el fichero, se ajusta, se documenta para su uso en las landings publicas y cualquiera externa a AEM;IE70-961
Preparar hito 1;0,75;2025-10-29 15:30;2025-10-29;15:30;16:15;IE;Revision documentaciones guardrails para integraciones CDP con PostgreSQL. Se levanta ticket debido a que depende de licencia ;IE70-971
Dynamic Library adjusment for public landings;0,75;2025-10-29 16:15;2025-10-29;16:15;17:00;IE;Se ajustan las url relativas para que sean estaticas y funcionales externamente a AEM. Se hacen pruebas de los diferentes entornos;IE70-961
Internal session;0,5;2025-10-29 17:00;2025-10-29;17:00;17:30;IE;Sesion Andres para revision error label form y provincias;IE70-981
Internal session;0,5;2025-10-29 17:30;2025-10-29;17:30;18:00;IE;Busqueda posible solucion estilos a problema labels de email;IE70-981
IE-Daily;0,5;2025-10-30 10:30;2025-10-30;10:30;11:00;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Preparar hito 1;2,25;2025-10-30 14:45;2025-10-30;14:45;17:00;IE;"Revision de errores en script que afectan funcionalidad de country / province - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 223 589 495 933 8
Código de acceso: kr9pD7b5
________________________________
Para org";IE70-971
Preparar hito 1;0,5;2025-10-31 08:00;2025-10-31;08:00;8:30;IE;"Landings externas a AEM - Centralizar librerías - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


Landings externas a AEM - Centralizar librerías
Unirme con Go";IE70-971
Preparar hito 1;1;2025-10-31 09:00;2025-10-31;09:00;10:00;IE;Revision problemas secuoyas relacionados a los scripts o ficheros de AEM;IE70-971
IE-Daily;0,5;2025-10-31 10:00;2025-10-31;10:00;10:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 251 053 447 613 6
Código de acceso: 8iG66Jk3
________________________________
Para organizado";IE70-7
Preparar hito 1;0,5;2025-10-31 10:30;2025-10-31;10:30;11:00;IE;"Revision de errores de redireccion y ceacion de usuarios en formularios ID 1118 - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 231 132 607 657 8
Código de acceso: cp292KE7
________________________________
Para org";IE70-971
Preparar hito 1;1;2025-10-31 11:00;2025-10-31;11:00;12:00;IE;Sesion andres y Roberto para alinear flujo de despliegue sobre produccion de forms y scripts en produccion;IE70-971
Preparar hito 1;1,5;2025-10-31 14:30;2025-10-31;14:30;16:00;IE;Revision de problemas de redireccion de los forms de Marketo. ;IE70-971
Preparar hito 1;0,5;2025-10-31 16:00;2025-10-31;16:00;16:30;IE;Revision proceso ingesta de datos de leads para GDPR;IE70-971
Preparar hito 1;1;2025-11-04 08:00;2025-11-04;08:00;9:00;IE;Revision correos secuoyas kandings;IE70-971
Preparar hito 1;0,75;2025-11-04 09:00;2025-11-04;09:00;9:45;IE;"HERA (Adobe) | Acceso Script formularios web pública Stage 2 - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro

Buenos días,

Tal y como se ha sido solicitado, agendamos la s";IE70-971
Preparar hito 1;0,5;2025-11-04 10:00;2025-11-04;10:00;10:30;IE;Preparacion archivo Ie ;IE70-971
IE-Daily;0,5;2025-11-04 10:30;2025-11-04;10:30;11:00;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Fix Target problems;3,25;2025-11-05 08:00;2025-11-05;08:00;11:15;IE;Se revisa y soluciona problemas de las actividades de Target solicitadas por IE;IE70-586
Dynamic Library adjusment for public landings;1,75;2025-11-05 11:15;2025-11-05;11:15;13:00;IE;Ajustes script de AEM para solucionar problemas reportados;IE70-961
Dynamic Library adjusment for public landings;0,75;2025-11-05 14:30;2025-11-05;14:30;15:15;IE;Sesion willy para revisar script redireccion;IE70-961
Fix Target problems;0,25;2025-11-05 15:15;2025-11-05;15:15;15:30;IE;Sesion Roberto;IE70-586
Dynamic Library adjusment for public landings;1;2025-11-05 15:30;2025-11-05;15:30;16:30;IE;Revision problemas landings publicas;IE70-961
Dynamic Library adjusment for public landings;1;2025-11-06 08:00;2025-11-06;08:00;9:00;IE;Actualizacion fichero en AWS para probar errores reportados;IE70-961
Dynamic Library adjusment for public landings;1,5;2025-11-06 09:00;2025-11-06;09:00;10:30;IE;Prueba en AEM con mismo formulario de landing publicas para verificar si es problema de forms o de landing;IE70-961
IE-Daily;0,5;2025-11-06 10:30;2025-11-06;10:30;11:00;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Dynamic Library adjusment for public landings;1,5;2025-11-06 11:00;2025-11-06;11:00;12:30;IE;Revision landing publica proporcionada para identificar posibles causas de problemas;IE70-961
Dynamic Library adjusment for public landings;3;2025-11-06 14:00;2025-11-06;14:00;17:00;IE;Revision scripts, estilos para buscar soluciones errores reportardos para las landings publicas;IE70-961
Dynamic Library adjusment for public landings;0,75;2025-11-06 18:00;2025-11-06;18:00;18:45;IE;Redaccion correo con hallazgos ;IE70-961
Dynamic Library adjusment for public landings;1;2025-11-07 08:00;2025-11-07;08:00;9:00;IE;Ajustes en vivo con IE para fix errores web;IE70-961
Marketo | Satisfaction survey proposal (Change request);0,5;2025-11-07 09:00;2025-11-07;09:00;9:30;IE;Sync Andres;IE70-4
